#sp   rion       Nb        pii      Viw
388 4.122532 1.271317 0.02098281 -202.139
389 4.153473 1.034508 0.01954615 -200.760
390 4.191827 0.849953 0.01916637 -201.807
391 4.191795 0.853355 0.01918148 -201.929
392 4.154108 1.033324 0.01955385 -201.082
393 4.192161 0.852180 0.01918477 -201.517
394 4.192193 0.854790 0.01918964 -201.343
395 4.066174 1.109640 0.01672277 -196.993
396 4.192137 0.852163 0.01919316 -201.503
397 4.189537 0.855360 0.01918227 -201.361
398 4.471307 0.692995 0.01872886 -201.306
399 4.470901 0.695239 0.01874686 -201.535
400 4.471709 0.696200 0.01873929 -201.571
401 4.469412 0.701409 0.01872002 -201.258
402 4.649029 0.190197 0.02117096 -212.364
403 4.471262 0.699181 0.01873285 -201.148
404 4.471191 0.698942 0.01872718 -201.284
405 4.472692 0.697417 0.01873662 -201.430
406 4.202237 0.780977 0.01840357 -208.440
407 4.204599 0.777725 0.01840144 -208.544
408 4.200594 0.780829 0.01838311 -208.672
409 3.891858 0.993111 0.01658975 -190.558
410 3.891819 0.993248 0.01660535 -190.452
411 3.893397 0.992958 0.01660320 -190.733
412 4.180744 0.678090 0.01697377 -206.471
413 4.180330 0.676996 0.01697492 -206.218
414 4.169326 0.718108 0.01693218 -218.681
415 3.967671 0.959166 0.01654056 -223.582
416 4.053606 0.814489 0.01745352 -213.614
417 3.968046 0.956218 0.01653826 -223.249
418 3.966154 1.214652 0.01812542 -211.474
419 3.965424 1.213635 0.01809448 -211.462
420 3.760548 1.137205 0.01701154 -205.028
421 3.759118 1.136073 0.01698945 -204.374
422 3.758572 1.138346 0.01700715 -204.432
423 3.675638 1.097011 0.01415167 -205.828
424 3.676639 1.097469 0.01414130 -206.039
425 3.675045 1.097165 0.01413415 -205.669
426 3.676356 1.095726 0.01414723 -205.852
427 3.616193 1.101291 0.01159377 -191.911
428 3.613513 1.100768 0.01155030 -191.466
429 3.614789 1.101441 0.01157433 -191.844
430 3.783031 0.890406 0.01306778 -205.450
431 3.623193 1.413074 0.01240553 -190.446
432 3.780583 0.892579 0.01303998 -205.034
433 3.779968 0.894333 0.01302456 -205.221
434 3.782233 0.893428 0.01306539 -205.296
435 3.694996 0.728393 0.01196054 -179.268
436 3.695653 0.727055 0.01197888 -179.846
