#sp   rion       Nb        pii      Viw
268 4.464803 1.003167 0.02340390 -221.965
269 4.467985 1.003335 0.02344531 -222.276
270 4.542850 1.010642 0.02544912 -234.137
271 4.541737 1.010953 0.02546541 -233.472
272 4.542331 1.010399 0.02542742 -233.126
273 4.545140 1.011063 0.02544994 -233.825
274 4.465881 1.003182 0.02335981 -221.145
275 4.309316 0.992128 0.01973229 -203.938
276 4.467342 1.002763 0.02340335 -221.586
277 4.311267 0.991491 0.01970645 -204.257
278 4.470111 1.002549 0.02338613 -222.218
279 4.467661 1.002683 0.02341299 -222.912
280 4.467158 1.003187 0.02345394 -221.883
281 4.467796 1.002834 0.02335439 -221.615
282 4.465313 1.003117 0.02339960 -222.447
283 4.306494 0.992059 0.01970049 -205.000
284 4.306547 0.991919 0.01970578 -204.955
285 4.309571 0.992013 0.01970782 -204.740
286 4.466438 1.002873 0.02336946 -221.958
287 4.304260 0.992136 0.01968868 -204.710
288 4.465455 1.002645 0.02339378 -222.296
289 4.466464 1.002945 0.02337728 -222.601
290 4.265950 1.001745 0.02186621 -212.754
291 4.263693 1.002688 0.02186529 -213.757
292 4.264515 1.001915 0.02181668 -213.543
293 4.265655 1.002413 0.02183253 -213.072
294 4.160367 1.122367 0.02233486 -220.667
295 4.263039 1.002507 0.02184283 -213.113
296 4.165472 1.045939 0.02127609 -218.833
297 4.171853 1.040171 0.02134157 -218.173
298 4.475788 0.977063 0.02285232 -211.086
299 4.469728 0.980666 0.02288461 -212.355
300 4.165610 1.043713 0.02129003 -218.056
301 4.171022 1.041110 0.02134481 -218.576
302 4.169528 1.043817 0.02130784 -219.125
303 4.168487 1.039976 0.02132520 -218.100
304 4.166941 1.041063 0.02130053 -218.629
305 4.165690 1.039410 0.02129586 -218.160
306 4.319815 1.053409 0.02166273 -208.409
307 4.168905 1.039320 0.02133167 -218.597
308 4.170008 1.040878 0.02131657 -218.438
309 4.354291 0.991436 0.02112343 -215.537
310 4.349231 0.991941 0.02115644 -216.000
311 4.163962 1.044805 0.02126428 -218.146
312 4.175310 1.042334 0.02134848 -218.767
313 4.706875 0.989221 0.02330507 -227.700
314 4.166955 1.044095 0.02134953 -218.930
315 4.707189 0.986345 0.02330715 -227.235
316 4.705524 0.990626 0.02331435 -227.438
317 4.708578 0.984908 0.02330920 -227.341
318 4.167888 1.044341 0.02132314 -218.782
319 4.169820 1.040988 0.02132915 -218.417
320 4.708064 0.984476 0.02329561 -227.859
321 4.707325 0.988476 0.02331864 -227.750
322 4.709833 0.982826 0.02332304 -226.667
323 4.708363 0.984751 0.02331136 -226.749
324 4.714394 0.994201 0.02364441 -238.849
325 4.719572 0.994855 0.02367668 -240.169
326 4.716148 0.993199 0.02365990 -239.307
327 4.716419 0.994655 0.02364274 -239.850
328 4.706532 0.989033 0.02332075 -227.599
329 4.709691 0.988899 0.02331393 -227.257
330 4.706961 0.988564 0.02330504 -226.991
331 4.706606 0.991061 0.02331521 -226.824
332 4.706624 0.984943 0.02328596 -226.794
333 4.709175 0.986303 0.02331705 -226.721
334 4.706438 0.988256 0.02328592 -227.491
335 4.424896 1.160303 0.02133477 -238.067
336 4.034387 1.173939 0.02066841 -219.145
337 4.428829 1.168432 0.02135985 -237.988
338 4.426071 1.171914 0.02132690 -238.577
339 4.037576 1.190960 0.02071814 -219.679
340 4.038622 1.177660 0.02072439 -220.426
341 4.038298 1.176469 0.02065737 -220.213
342 4.037967 1.170723 0.02073393 -220.168
343 4.210520 1.021961 0.02256478 -236.356
344 4.205122 1.020593 0.02252841 -236.774
345 4.039643 1.176467 0.02071649 -220.459
346 4.206225 1.019906 0.02257203 -236.119
347 4.202886 1.020866 0.02254165 -235.747
348 4.204727 1.020036 0.02253109 -235.854
349 4.207615 1.020736 0.02251973 -235.733
350 4.035117 1.176648 0.02063494 -219.329
351 3.965463 0.996999 0.01569677 -197.327
352 3.967507 1.001121 0.01575144 -197.661
353 3.968794 0.994902 0.01569720 -197.454
354 4.078584 1.053504 0.01981361 -221.817
355 4.129998 1.211493 0.02157712 -223.346
356 4.209141 1.385998 0.02033417 -220.203
357 4.130547 1.210760 0.02161750 -222.966
358 4.129263 1.207984 0.02155591 -223.430
359 4.210458 1.388858 0.02035215 -220.286
360 4.208643 1.380232 0.02034900 -219.310
361 4.131869 1.208553 0.02162100 -223.569
362 4.131123 1.208568 0.02159166 -223.272
363 4.129857 1.209730 0.02160600 -223.814
364 4.197060 1.238848 0.02101676 -216.177
365 4.192664 1.151476 0.02345063 -215.782
366 4.454101 1.091461 0.02444951 -214.541
367 4.454722 1.091548 0.02443716 -214.960
368 4.335326 1.193192 0.02387535 -229.477
369 4.334906 1.190924 0.02388030 -228.985
370 4.331247 1.193571 0.02387659 -229.984
371 4.294538 1.202286 0.02192326 -208.587
372 4.332132 1.193881 0.02386471 -228.938
373 4.333211 1.193177 0.02388540 -229.441
374 4.120835 1.273193 0.02097666 -202.453
375 4.123329 1.272287 0.02093216 -202.389
376 4.124970 1.267546 0.02099174 -202.188
377 4.119894 1.274275 0.02098466 -202.088
378 4.123211 1.267826 0.02095895 -201.475
379 4.120565 1.275462 0.02099230 -202.645
380 4.124456 1.269176 0.02096430 -202.131
381 4.124102 1.265431 0.02096353 -201.575
382 4.254681 0.878221 0.02101136 -209.641
383 4.119803 1.270642 0.02093996 -201.819
384 4.119433 1.270495 0.02094448 -201.952
385 4.254528 0.888377 0.02098954 -209.669
386 4.122760 1.271274 0.02095065 -201.828
387 4.253751 0.887896 0.02107339 -209.779
388 4.123062 1.267725 0.02094162 -201.175
389 4.155680 1.028550 0.01955898 -201.559
390 4.193615 0.860428 0.01922291 -200.675
391 4.193680 0.853702 0.01919243 -200.466
392 4.154417 1.030785 0.01954345 -201.022
393 4.192943 0.856071 0.01918580 -201.550
394 4.192866 0.850834 0.01917528 -201.767
395 4.062292 1.112904 0.01666754 -197.652
396 4.192984 0.856083 0.01916815 -201.297
397 4.198196 0.849711 0.01919011 -201.404
398 4.472559 0.704798 0.01874757 -201.391
399 4.473373 0.700350 0.01871161 -200.876
400 4.471751 0.698424 0.01872672 -200.850
401 4.476347 0.687968 0.01876529 -201.369
402 4.648033 0.186657 0.02116575 -212.340
403 4.472664 0.692478 0.01873969 -201.620
404 4.472788 0.692917 0.01875098 -201.366
405 4.469794 0.695986 0.01873209 -200.969
406 4.202855 0.776988 0.01838487 -208.448
407 4.198145 0.783441 0.01838888 -208.495
408 4.206133 0.777286 0.01842563 -208.109
409 3.897930 0.990673 0.01664503 -191.124
410 3.898015 0.990329 0.01661429 -191.130
411 3.894858 0.990871 0.01661871 -190.693
412 4.181132 0.674022 0.01698682 -206.305
413 4.181954 0.676142 0.01698452 -207.032
414 4.165939 0.721864 0.01691557 -219.609
415 3.968632 0.956713 0.01656174 -223.675
416 4.055968 0.816498 0.01750590 -212.922
417 3.967896 0.962528 0.01656503 -224.335
418 3.963673 1.211202 0.01808879 -211.796
419 3.965153 1.213254 0.01815183 -211.938
420 3.759081 1.137511 0.01699849 -203.641
421 3.761950 1.139786 0.01704272 -204.873
422 3.763047 1.135239 0.01700733 -205.034
423 3.676304 1.095107 0.01411809 -205.493
424 3.674293 1.094239 0.01413895 -204.993
425 3.677490 1.094795 0.01415326 -206.007
426 3.674851 1.097668 0.01412685 -205.416
427 3.616318 1.101280 0.01155968 -192.177
428 3.621677 1.102312 0.01164733 -193.090
429 3.619141 1.101008 0.01159920 -192.439
430 3.778761 0.903310 0.01304319 -205.149
431 3.619509 1.426767 0.01235809 -190.698
432 3.783641 0.898473 0.01309867 -206.048
433 3.784877 0.895058 0.01312939 -205.459
434 3.780352 0.896857 0.01304787 -205.344
435 3.696003 0.731229 0.01194009 -179.324
436 3.694682 0.733886 0.01190392 -178.285
437 3.514072 0.842993 0.00811558 -184.748
438 3.517225 0.849700 0.00817178 -185.371
439 3.497902 0.260715 0.00774365 -176.384
440 3.490928 0.266166 0.00771267 -176.894
441 3.493345 0.261535 0.00771730 -176.425
442 3.493115 0.265225 0.00773259 -176.408
443 3.492816 0.269663 0.00770770 -176.584
444 3.494086 0.258383 0.00772328 -176.951
445 3.492430 0.267748 0.00772602 -176.393
446 3.491325 0.259019 0.00768762 -176.252
447 3.494484 0.262193 0.00771754 -176.207
448 3.493517 0.258714 0.00770838 -176.678
449 3.552957 0.296060 0.00847825 -188.438
450 3.558117 0.287848 0.00850272 -188.430
451 3.800742 0.463924 0.00908235 -184.966
452 3.799596 0.477370 0.00907535 -183.824
453 3.797083 0.484807 0.00905371 -184.125
454 3.799895 0.495513 0.00910952 -184.802
455 3.624797 0.769021 0.00942019 -191.127
456 3.373069 1.049667 0.00881215 -170.541
457 3.371109 1.046824 0.00877070 -169.503
458 3.628912 0.771429 0.00945740 -190.917
459 3.632096 0.775344 0.00948406 -191.270
460 3.626607 0.785502 0.00941402 -191.120
461 3.531008 0.991354 0.00932620 -179.888
462 3.532797 0.990565 0.00930962 -180.023
463 3.533224 0.990649 0.00936825 -180.342
464 3.317765 1.058397 0.00666748 -184.635
465 3.385948 1.050723 0.01069904 -186.025
466 3.313089 1.057062 0.00659459 -183.955
467 3.316033 1.053906 0.00658665 -183.888
468 3.316883 1.055129 0.00662544 -183.870
469 3.255995 0.825285 0.00690270 -163.286
470 3.319068 1.056308 0.00663790 -184.202
471 3.397083 0.987527 0.00676320 -187.966
472 3.182829 1.129511 0.00553924 -169.984
473 3.396686 0.988247 0.00675071 -187.459
474 3.399591 0.986544 0.00679078 -187.832
475 3.400853 0.986424 0.00679524 -187.797
476 3.182655 1.129251 0.00553495 -171.175
477 3.400220 0.987693 0.00678767 -187.727
478 3.183559 1.132224 0.00551902 -169.980
479 3.185452 1.128165 0.00553597 -170.015
480 3.400595 0.987047 0.00678148 -187.623
481 3.183293 1.131322 0.00554817 -170.162
482 3.182963 1.133147 0.00553803 -170.381
483 3.170566 1.195096 0.00659709 -174.872
484 3.184497 1.132077 0.00554089 -169.964
485 3.174615 1.176855 0.00587569 -181.784
486 3.183569 1.131428 0.00553950 -170.308
487 3.181826 1.129349 0.00551695 -170.212
488 3.173322 1.172186 0.00585950 -181.515
489 3.167008 1.179227 0.00583862 -181.375
490 3.175000 1.177381 0.00590930 -182.104
491 3.277600 1.125775 0.00815757 -192.337
492 3.278965 1.125501 0.00820584 -192.419
493 2.966034 1.068180 0.00413728 -155.838
494 3.279319 1.130167 0.00820490 -192.718
495 2.965664 1.065236 0.00413876 -155.851
496 2.967042 1.068342 0.00413232 -155.995
497 2.964507 1.064644 0.00408453 -156.264
498 2.970308 1.064921 0.00414848 -156.022
499 3.260380 1.067472 0.00706435 -180.473
500 3.250185 0.831745 0.00742227 -175.504
501 3.247780 0.825704 0.00736446 -175.221
502 3.248991 0.833518 0.00741927 -176.245
503 3.240281 1.014754 0.00770801 -174.161
504 3.330022 0.951284 0.00972453 -179.881
505 3.333733 0.948004 0.00973257 -180.140
506 3.241130 1.015389 0.00771867 -174.870
507 3.238067 1.015542 0.00768325 -175.589
508 3.238387 0.965722 0.00795067 -177.931
509 3.243195 0.964407 0.00798756 -177.832
510 3.241052 1.014959 0.00770389 -175.065
511 3.239082 1.015462 0.00769370 -175.448
512 3.238860 0.963895 0.00796111 -177.428
513 3.240093 0.961968 0.00796804 -177.590
514 3.363349 1.001165 0.00861018 -195.432
515 3.237961 0.962386 0.00793313 -177.096
516 3.236925 0.963201 0.00792873 -177.269
517 3.065318 1.009268 0.00557024 -174.447
518 3.242097 0.962544 0.00796049 -178.406
519 3.242924 0.964178 0.00798837 -178.044
520 3.243798 0.963795 0.00801984 -177.594
521 3.239352 0.967434 0.00794759 -178.280
522 3.064023 1.010228 0.00556276 -174.422
523 3.239609 0.964416 0.00794926 -177.719
524 3.060284 1.010264 0.00554449 -173.775
525 3.068512 1.009425 0.00561210 -174.457
526 3.068734 1.009605 0.00562492 -174.865
527 3.066228 1.008994 0.00557010 -174.446
528 2.799269 1.007169 0.00378194 -159.080
529 2.800423 1.007688 0.00378134 -160.473
530 2.796206 1.007377 0.00376000 -160.119
531 2.797218 1.007090 0.00376985 -159.874
532 3.069578 1.009900 0.00561305 -174.203
533 3.063815 1.009717 0.00555747 -173.985
534 3.063213 1.010817 0.00555655 -174.584
535 2.797132 1.007079 0.00376233 -159.961
536 2.795589 1.007335 0.00378132 -159.687
537 3.065117 1.009735 0.00556385 -174.114
538 3.064263 1.010055 0.00554751 -173.847
539 2.795624 1.007524 0.00373805 -159.041
540 3.069557 1.009441 0.00559701 -174.578
541 3.064302 1.009999 0.00555146 -174.151
542 3.417872 0.859097 0.00911990 -182.186
543 3.687059 0.974681 0.01138614 -197.530
544 3.475138 0.808890 0.00810655 -200.324
545 3.473370 0.813924 0.00808440 -199.941
546 3.329714 1.008448 0.00844042 -181.517
547 3.329187 1.008381 0.00843918 -182.627
548 3.325959 1.008730 0.00841813 -181.608
549 3.377380 1.001216 0.00787268 -172.648
550 3.648834 0.997107 0.01187727 -193.519
551 3.563242 1.022675 0.01334471 -191.659
552 3.566977 1.022964 0.01337766 -192.074
553 3.710253 0.964438 0.01146158 -172.918
554 3.565214 1.022787 0.01335990 -191.978
555 3.704202 0.962913 0.01138746 -173.369
556 3.707050 0.963485 0.01142645 -173.134
557 3.708357 0.963466 0.01142637 -172.903
558 3.705926 0.964043 0.01139687 -172.467
559 3.709798 0.963627 0.01150307 -173.366
560 3.808649 1.003598 0.01733307 -186.528
