#sp   rion       Nb        pii      Viw
230 4.268004 1.008049 0.02226554 -216.454
231 4.263285 1.008419 0.02225734 -216.486
232 4.266166 1.008558 0.02230102 -216.473
233 4.493354 0.994170 0.02156501 -231.935
234 4.410721 1.010035 0.02482604 -239.757
235 4.494283 0.994276 0.02154862 -231.703
236 4.492177 0.994322 0.02154693 -231.331
237 4.493495 0.994203 0.02154351 -231.602
238 4.492841 0.994136 0.02153525 -231.851
239 4.412270 1.010305 0.02484705 -239.343
240 4.412015 1.009908 0.02481777 -239.690
241 4.494345 0.994255 0.02155842 -231.949
242 4.494085 0.994234 0.02154991 -231.738
243 4.412286 1.010297 0.02482773 -239.343
244 4.411328 1.010650 0.02482884 -239.273
245 4.493981 0.994157 0.02154623 -231.887
246 4.493950 0.994257 0.02156402 -231.803
247 4.492458 0.994142 0.02152502 -231.707
248 4.492668 0.994251 0.02154689 -231.862
249 4.494624 0.994220 0.02154819 -231.795
250 4.493266 0.994281 0.02154470 -231.707
251 4.331979 0.977427 0.01915302 -224.035
252 4.331004 0.977672 0.01914731 -223.904
253 4.493507 0.994237 0.02155368 -231.767
254 4.468314 1.003146 0.02341185 -221.657
255 4.466842 1.002766 0.02338330 -222.052
256 4.494398 0.994080 0.02154255 -231.739
257 4.493598 0.994237 0.02154765 -231.465
258 4.466211 1.003039 0.02337667 -221.637
259 4.493180 0.994281 0.02154138 -231.420
260 4.493988 0.994221 0.02154253 -231.842
261 4.492644 0.994332 0.02153711 -231.921
262 4.468385 1.003027 0.02339495 -221.564
263 4.468083 1.002733 0.02337745 -222.205
264 4.497161 0.994103 0.02155837 -231.826
265 4.494357 0.994215 0.02155632 -231.871
266 4.494084 0.994160 0.02154233 -231.899
267 4.493357 0.994306 0.02156256 -231.912
268 4.466198 1.003064 0.02340094 -221.858
269 4.467782 1.003149 0.02342162 -222.119
270 4.543439 1.010682 0.02545526 -234.110
271 4.542887 1.010835 0.02546340 -233.748
272 4.543178 1.010558 0.02544448 -233.590
273 4.544595 1.010890 0.02545570 -233.853
274 4.466734 1.003072 0.02337883 -221.438
275 4.309128 0.991995 0.01971881 -204.233
276 4.467463 1.002862 0.02340050 -221.678
277 4.310098 0.991678 0.01970585 -204.436
278 4.468846 1.002757 0.02339190 -222.008
279 4.467624 1.002821 0.02340541 -222.306
280 4.467375 1.003075 0.02342575 -221.915
281 4.467688 1.002899 0.02337604 -221.678
282 4.466454 1.003041 0.02339869 -222.058
283 4.307720 0.991953 0.01970294 -204.825
284 4.307748 0.991890 0.01970560 -204.795
285 4.309259 0.991937 0.01970659 -204.658
286 4.467010 1.002919 0.02338358 -221.936
287 4.306603 0.991998 0.01969710 -204.665
288 4.466529 1.002803 0.02339580 -222.080
289 4.467029 1.002955 0.02338751 -222.147
290 4.265495 1.001978 0.02185965 -213.073
291 4.264367 1.002449 0.02185916 -213.540
292 4.264776 1.002069 0.02183512 -213.468
293 4.265353 1.002316 0.02184308 -213.121
294 4.161464 1.123388 0.02234395 -220.685
295 4.264041 1.002364 0.02184818 -213.227
296 4.166870 1.043803 0.02129646 -218.694
297 4.170057 1.040955 0.02132915 -218.405
298 4.474169 0.977265 0.02285141 -211.404
299 4.471143 0.979038 0.02286754 -212.081
300 4.166941 1.042701 0.02130326 -218.330
