#sp   rion       Nb        pii      Viw
388 4.122704 1.270082 0.02096904 -201.868
389 4.154209 1.032465 0.01955035 -201.018
390 4.192425 0.853470 0.01918533 -201.491
391 4.192425 0.853470 0.01918533 -201.491
392 4.154209 1.032465 0.01955033 -201.005
393 4.192425 0.853470 0.01918533 -201.491
394 4.192425 0.853468 0.01918505 -201.480
395 4.064890 1.110695 0.01670436 -197.148
396 4.192425 0.853468 0.01918505 -201.480
397 4.192425 0.853468 0.01918505 -201.481
398 4.471735 0.696902 0.01873502 -201.305
399 4.471735 0.696902 0.01873504 -201.297
400 4.471735 0.696902 0.01873504 -201.297
401 4.471735 0.696902 0.01873504 -201.297
402 4.648720 0.189023 0.02116942 -212.265
403 4.471735 0.696902 0.01873504 -201.296
404 4.471735 0.696902 0.01873504 -201.296
405 4.471735 0.696902 0.01873504 -201.296
406 4.202440 0.779637 0.01839720 -208.480
407 4.202440 0.779637 0.01839720 -208.480
408 4.202440 0.779637 0.01839721 -208.500
409 3.893886 0.992273 0.01660825 -190.736
410 3.893886 0.992273 0.01660835 -190.733
411 3.893886 0.992273 0.01660835 -190.733
412 4.180870 0.676711 0.01697807 -206.438
413 4.180870 0.676710 0.01697801 -206.479
414 4.168209 0.719373 0.01692664 -219.067
415 3.967983 0.958363 0.01654756 -223.657
416 4.054392 0.815137 0.01747101 -213.353
417 3.967983 0.958354 0.01654716 -223.686
418 3.965332 1.213501 0.01811319 -211.593
419 3.965332 1.213501 0.01811358 -211.601
420 3.760067 1.137291 0.01700740 -204.573
421 3.760067 1.137291 0.01700740 -204.589
422 3.760067 1.137291 0.01700740 -204.589
423 3.675856 1.096387 0.01414052 -205.718
424 3.675856 1.096387 0.01414062 -205.732
425 3.675856 1.096387 0.01414062 -205.733
426 3.675856 1.096387 0.01414062 -205.733
427 3.616240 1.101230 0.01158246 -191.982
428 3.616240 1.101230 0.01158262 -191.995
429 3.616240 1.101230 0.01158262 -191.995
430 3.781607 0.895088 0.01305960 -205.355
431 3.621962 1.417669 0.01238980 -190.585
432 3.781607 0.894456 0.01305956 -205.331
433 3.781607 0.894456 0.01305956 -205.331
434 3.781607 0.894456 0.01305956 -205.331
435 3.695334 0.729467 0.01195369 -179.271
436 3.695334 0.729467 0.01195386 -179.309
437 3.514442 0.849032 0.00813955 -185.130
438 3.514442 0.849032 0.00813983 -185.107
439 3.493260 0.261401 0.00771848 -176.451
440 3.493260 0.261401 0.00771843 -176.466
441 3.493260 0.261401 0.00771843 -176.466
442 3.493260 0.261401 0.00771843 -176.466
443 3.493260 0.261401 0.00771843 -176.466
444 3.493260 0.261401 0.00771843 -176.466
445 3.493260 0.261401 0.00771843 -176.466
446 3.493260 0.261401 0.00771843 -176.466
447 3.493260 0.261401 0.00771843 -176.466
448 3.493260 0.261401 0.00771843 -176.466
449 3.554593 0.293350 0.00849723 -188.638
450 3.554593 0.293350 0.00849733 -188.647
451 3.799255 0.480676 0.00907521 -184.560
452 3.799255 0.480676 0.00907499 -184.519
453 3.799255 0.480676 0.00907499 -184.516
454 3.799255 0.480676 0.00907499 -184.516
455 3.627354 0.771691 0.00943324 -190.798
456 3.371441 1.047844 0.00878685 -169.741
457 3.371441 1.047844 0.00878685 -169.741
458 3.627354 0.771691 0.00943323 -190.844
459 3.627354 0.771691 0.00943323 -190.844
460 3.627354 0.771691 0.00943323 -190.844
461 3.534305 0.990359 0.00935436 -180.197
462 3.534305 0.990359 0.00935436 -180.197
463 3.534305 0.990304 0.00935428 -180.165
464 3.316959 1.056922 0.00663098 -184.025
465 3.387117 1.049084 0.01070607 -186.670
466 3.316959 1.056922 0.00663095 -184.048
467 3.316959 1.056922 0.00663095 -184.048
468 3.316959 1.056922 0.00663095 -184.047
469 3.256777 0.815389 0.00688518 -163.961
470 3.316959 1.056922 0.00663095 -184.047
471 3.398971 0.987281 0.00677930 -187.746
472 3.183752 1.130608 0.00553359 -170.121
473 3.398971 0.987281 0.00677914 -187.770
474 3.398971 0.987281 0.00677914 -187.770
475 3.398971 0.987281 0.00677914 -187.770
476 3.183752 1.130608 0.00553359 -170.121
477 3.398971 0.987281 0.00677914 -187.770
478 3.183752 1.130608 0.00553359 -170.121
479 3.183752 1.130608 0.00553359 -170.121
480 3.398971 0.987281 0.00677914 -187.770
481 3.183752 1.130608 0.00553359 -170.121
482 3.183752 1.130608 0.00553358 -170.115
483 3.170575 1.195026 0.00662227 -175.298
484 3.183752 1.130608 0.00553358 -170.115
485 3.170621 1.179204 0.00585714 -181.631
486 3.183752 1.130608 0.00553358 -170.115
487 3.183752 1.130608 0.00553358 -170.115
488 3.170621 1.179204 0.00585714 -181.631
489 3.170621 1.179204 0.00585717 -181.637
490 3.170621 1.179204 0.00585717 -181.637
491 3.279614 1.127840 0.00821754 -192.695
492 3.279614 1.127840 0.00821772 -192.692
493 2.966298 1.067185 0.00412303 -155.979
494 3.279614 1.127840 0.00821772 -192.692
495 2.966298 1.067185 0.00412303 -155.979
496 2.966298 1.067185 0.00412295 -155.957
497 2.966298 1.067185 0.00412295 -155.957
498 2.966298 1.067185 0.00412295 -155.947
499 3.261627 1.068989 0.00707690 -180.246
500 3.249876 0.831492 0.00741515 -175.709
501 3.249876 0.831492 0.00741538 -175.705
502 3.249876 0.831492 0.00741538 -175.705
503 3.238719 1.015303 0.00769005 -174.799
504 3.332010 0.948550 0.00973183 -179.715
505 3.332010 0.948550 0.00973183 -179.715
506 3.238719 1.015305 0.00769026 -174.775
507 3.238719 1.015305 0.00769026 -174.775
508 3.240223 0.964213 0.00796263 -177.779
509 3.240223 0.964213 0.00796263 -177.779
510 3.238719 1.015305 0.00769026 -174.775
511 3.238719 1.015305 0.00769026 -174.775
512 3.240223 0.964213 0.00796263 -177.779
513 3.240223 0.964213 0.00796263 -177.779
514 3.364541 1.001475 0.00860069 -195.216
515 3.240223 0.964213 0.00796266 -177.828
516 3.240223 0.964213 0.00796266 -177.827
517 3.065475 1.009812 0.00557268 -174.180
518 3.240223 0.964213 0.00796266 -177.827
519 3.240223 0.964213 0.00796266 -177.827
520 3.240223 0.964213 0.00796266 -177.827
521 3.240223 0.964213 0.00796266 -177.827
522 3.065475 1.009812 0.00557268 -174.180
523 3.240223 0.964213 0.00796266 -177.827
524 3.065475 1.009812 0.00557268 -174.180
525 3.065475 1.009812 0.00557276 -174.163
526 3.065475 1.009812 0.00557276 -174.163
527 3.065475 1.009812 0.00557276 -174.163
528 2.797200 1.007262 0.00377292 -159.740
529 2.797200 1.007262 0.00377292 -159.740
530 2.797200 1.007262 0.00377292 -159.740
531 2.797200 1.007262 0.00377292 -159.740
532 3.065475 1.009812 0.00557276 -174.163
533 3.065475 1.009812 0.00557276 -174.163
534 3.065475 1.009812 0.00557276 -174.163
535 2.797200 1.007262 0.00377292 -159.740
536 2.797200 1.007262 0.00377292 -159.740
537 3.065475 1.009812 0.00557276 -174.163
538 3.065475 1.009812 0.00557276 -174.163
539 2.797200 1.007262 0.00377292 -159.740
540 3.065475 1.009812 0.00557276 -174.163
541 3.065475 1.009812 0.00557276 -174.161
542 3.414527 0.861140 0.00907893 -182.559
543 3.689308 0.974869 0.01141451 -197.539
544 3.474812 0.808301 0.00808835 -199.981
545 3.474812 0.808301 0.00808839 -199.995
546 3.329765 1.008386 0.00845222 -182.014
547 3.329765 1.008386 0.00845223 -181.982
548 3.329765 1.008386 0.00845223 -181.982
549 3.374564 1.001073 0.00784395 -172.598
550 3.650301 0.996294 0.01187108 -192.740
551 3.565992 1.022686 0.01340897 -191.670
552 3.565992 1.022686 0.01340879 -191.645
553 3.708194 0.962851 0.01143737 -173.066
554 3.565992 1.022686 0.01340879 -191.644
555 3.708194 0.962851 0.01143737 -173.066
556 3.708194 0.962851 0.01143737 -173.066
557 3.708194 0.962851 0.01143738 -173.056
558 3.708194 0.962851 0.01143738 -173.056
559 3.708194 0.962851 0.01143738 -173.052
560 3.807376 1.003396 0.01734403 -186.347
561 3.807376 1.003396 0.01734403 -186.347
562 3.807376 1.003396 0.01734419 -186.370
563 3.692243 0.995962 0.01349900 -187.474
564 3.807376 1.003396 0.01734419 -186.370
565 3.807376 1.003396 0.01734419 -186.370
566 3.692243 0.995962 0.01349900 -187.474
567 3.759074 0.976541 0.01237462 -180.737
568 3.686769 1.024325 0.01228722 -192.207
569 3.759074 0.976541 0.01237465 -180.742
570 3.759074 0.976541 0.01237465 -180.742
571 3.759074 0.976541 0.01237465 -180.742
572 3.759074 0.976541 0.01237465 -180.742
573 3.759074 0.976541 0.01237465 -180.742
574 3.688850 1.049006 0.01591897 -202.125
575 3.688850 1.049006 0.01591919 -202.138
576 3.688850 1.049006 0.01591919 -202.138
577 3.724656 1.012694 0.01488420 -208.227
578 4.078584 1.034330 0.01874891 -215.486
579 3.723809 1.084428 0.01245636 -204.614
580 3.612806 1.036065 0.01273744 -187.573
581 3.612806 1.036065 0.01273744 -187.573
582 3.723809 1.084428 0.01245645 -204.594
583 3.612806 1.036065 0.01273744 -187.573
