         0 	 3.04753e-02 	 2.39633e+00
         0 	 8.60809e-05 	 2.34285e+00
         0 	 7.92779e-05 	 2.45857e+00
         0 	 5.63282e-05 	 2.24691e+00
         0 	 7.11372e-05 	 2.21991e+00
         0 	 1.36543e-04 	 2.13719e+00
         0 	 1.43204e-04 	 2.10031e+00
         0 	 2.34272e-04 	 2.25453e+00
         0 	 3.54499e-04 	 2.27082e+00
         0 	 4.02078e-04 	 2.40165e+00
         0 	 3.67169e-04 	 2.57244e+00
         0 	 4.30922e-04 	 2.48257e+00
         0 	 6.31301e-04 	 2.36267e+00
         0 	 6.67481e-04 	 2.28249e+00
         0 	 6.16564e-04 	 2.41654e+00
         0 	 1.05765e-03 	 2.30465e+00
         0 	 1.27283e-03 	 2.01537e+00
         0 	 6.17560e-04 	 2.23576e+00
         0 	 6.00900e-04 	 2.27637e+00
         0 	 6.83804e-04 	 2.29268e+00
         0 	 2.95735e-04 	 2.19582e+00
         0 	 5.95299e-04 	 2.29770e+00
         0 	 2.45201e-03 	 2.38113e+00
         0 	 1.13137e-03 	 2.44496e+00
         0 	 3.24251e-04 	 2.44441e+00
         0 	 3.79123e-04 	 2.31256e+00
         0 	 3.22885e-04 	 2.27901e+00
         0 	 2.28937e-04 	 2.06531e+00
         0 	 1.53631e-04 	 2.17184e+00
         0 	 1.09547e-04 	 2.40440e+00
         0 	 1.20722e-04 	 2.47037e+00
         0 	 2.36123e-04 	 2.62823e+00
         0 	 5.54007e-04 	 2.57562e+00
         0 	 5.23118e-04 	 2.45639e+00
         0 	 2.43717e-04 	 2.59593e+00
         0 	 2.72469e-04 	 2.85151e+00
         0 	 5.10586e-04 	 2.86919e+00
         0 	 6.91566e-04 	 2.75188e+00
         0 	 5.48877e-04 	 2.56463e+00
         0 	 6.77834e-04 	 2.54386e+00
         0 	 9.09267e-04 	 2.77552e+00
         0 	 9.33443e-04 	 2.90170e+00
         0 	 5.25337e-04 	 2.56276e+00
         0 	 3.66031e-04 	 2.29498e+00
         0 	 3.20991e-04 	 2.25462e+00
         0 	 4.71662e-04 	 2.31448e+00
         0 	 9.60912e-04 	 2.47257e+00
         0 	 7.53976e-04 	 2.57596e+00
         0 	 5.34117e-04 	 2.64796e+00
         0 	 5.85439e-04 	 2.62510e+00
         0 	 5.83645e-04 	 2.50006e+00
         0 	 1.07420e-03 	 2.57972e+00
         0 	 6.56499e-04 	 2.66279e+00
         0 	 5.84658e-04 	 2.56730e+00
         0 	 5.16718e-04 	 2.48126e+00
         0 	 5.21158e-04 	 2.39465e+00
         0 	 1.46349e-03 	 2.56886e+00
         0 	 1.15146e-03 	 2.32881e+00
         0 	 1.38528e-03 	 2.21603e+00
         0 	 5.72493e-04 	 2.24211e+00
         0 	 3.89215e-04 	 2.52565e+00
         0 	 2.97901e-04 	 2.71670e+00
         0 	 4.91822e-04 	 2.66897e+00
         0 	 8.55666e-04 	 2.65337e+00
