         0 	 2.09810e-03 	 1.28666e+00
         0 	 3.21466e-03 	 1.29045e+00
         0 	 2.48211e-03 	 1.41079e+00
         0 	 3.50549e-03 	 1.22674e+00
         0 	 2.12704e-03 	 1.38245e+00
         0 	 1.56804e-03 	 1.35909e+00
         0 	 2.16300e-03 	 1.39235e+00
         0 	 2.33022e-03 	 1.65164e+00
         0 	 3.13020e-03 	 1.71776e+00
         0 	 3.97374e-03 	 1.57765e+00
         0 	 2.50217e-03 	 1.51192e+00
         0 	 3.33796e-03 	 1.46108e+00
         0 	 4.67547e-03 	 1.53470e+00
         0 	 3.14721e-03 	 1.54041e+00
         0 	 2.75024e-03 	 1.47221e+00
         0 	 1.88857e-03 	 1.58546e+00
         0 	 1.94563e-03 	 1.74343e+00
         0 	 1.97778e-03 	 1.76944e+00
         0 	 1.41306e-03 	 1.70158e+00
         0 	 1.97838e-03 	 1.52535e+00
         0 	 3.28947e-03 	 1.40474e+00
         0 	 3.89113e-03 	 1.25702e+00
         0 	 2.02885e-03 	 1.41451e+00
         0 	 1.98981e-03 	 1.57761e+00
         0 	 2.05982e-03 	 1.45316e+00
         0 	 9.75031e-04 	 1.43423e+00
         0 	 6.61085e-04 	 1.43768e+00
         0 	 7.23728e-04 	 1.39506e+00
         0 	 9.83324e-04 	 1.30808e+00
         0 	 1.29068e-03 	 1.44182e+00
         0 	 2.03732e-03 	 1.44526e+00
         0 	 1.61723e-03 	 1.35960e+00
         0 	 1.21163e-03 	 1.34657e+00
         0 	 1.11619e-03 	 1.47841e+00
         0 	 1.73731e-03 	 1.62469e+00
         0 	 2.74278e-03 	 1.56975e+00
         0 	 3.92725e-03 	 1.64186e+00
         0 	 4.75829e-03 	 1.59712e+00
         0 	 4.87787e-03 	 1.53280e+00
         0 	 5.13708e-03 	 1.41122e+00
         0 	 2.96580e-03 	 1.38555e+00
         0 	 1.91716e-03 	 1.32633e+00
         0 	 1.57908e-03 	 1.46284e+00
         0 	 9.05073e-04 	 1.44510e+00
         0 	 7.23040e-04 	 1.41055e+00
         0 	 6.57746e-04 	 1.22514e+00
         0 	 6.70863e-04 	 1.17122e+00
         0 	 9.49033e-04 	 1.12775e+00
         0 	 9.16762e-04 	 1.22777e+00
         0 	 1.89094e-03 	 1.42282e+00
         0 	 3.67790e-03 	 1.47775e+00
         0 	 3.89777e-03 	 1.41492e+00
         0 	 3.49340e-03 	 1.42909e+00
         0 	 2.66503e-03 	 1.54355e+00
